timestamp,symbol,open,high,low,close,volume,date,Negative,Neutral,Positive,ticker,Net
2021-05-02 7:00:00,BINANCE:BTCUSD,58232.92599,58350.48284,56159.62817,56647.42196,1519.675319,2021-05-02,8,9,7,BTC,-1
2021-05-03 7:00:00,BINANCE:BTCUSD,57135.23361,59480.973,56373.96826,57068.57974,3389.644033,2021-05-03,5,21,24,BTC,19
2021-05-04 7:00:00,BINANCE:BTCUSD,57085.84076,57373.48277,53204.35167,53553.73415,4732.233557,2021-05-04,6,21,33,BTC,27
2021-05-05 7:00:00,BINANCE:BTCUSD,53548.24977,58299.97759,52984.16429,57405.41,3660.055963,2021-05-05,11,28,41,BTC,30
2021-05-06 7:00:00,BINANCE:BTCUSD,57409.764,58327.04155,55135.6,56196.04143,3812.920418,2021-05-06,4,34,46,BTC,42
2021-05-07 7:00:00,BINANCE:BTCUSD,56196.96488,58318.50387,55077.57168,57034.64102,3602.868152,2021-05-07,8,35,38,BTC,30
2021-05-08 7:00:00,BINANCE:BTCUSD,57038.0837,59762.065,56606.08326,59019.50425,3196.037402,2021-05-08,2,14,10,BTC,8
2021-05-09 7:00:00,BINANCE:BTCUSD,58535.08786,59448.41762,56065.90844,58336.48258,2907.967106,2021-05-09,1,10,7,BTC,6
2021-05-10 7:00:00,BINANCE:BTCUSD,57864.88885,59686.78427,53382.2941,56243.25551,4880.312459,2021-05-10,6,20,27,BTC,21
2021-05-11 7:00:00,BINANCE:BTCUSD,56240.89471,57210.9011,54664.89624,56803.38809,3478.964454,2021-05-11,12,27,44,BTC,32
2021-05-12 7:00:00,BINANCE:BTCUSD,56792.94143,58330.5721,49170.89354,50174.59267,5370.216823,2021-05-12,25,30,36,BTC,11
2021-05-13 7:00:00,BINANCE:BTCUSD,50148.54754,51930.43374,46967.18197,49798.37745,9038.002537,2021-05-13,56,49,27,BTC,-29
2021-05-14 7:00:00,BINANCE:BTCUSD,49811.94896,51477.04996,48774.01633,49744.71021,3822.84758,2021-05-14,16,36,29,BTC,13
2021-05-15 7:00:00,BINANCE:BTCUSD,49746.65249,50787.21349,46425.68328,46915.50111,3910.327735,2021-05-15,6,15,18,BTC,12
2021-05-16 7:00:00,BINANCE:BTCUSD,46670.20595,49907.14907,43135.31287,46539.33093,6249.598343,2021-05-16,24,12,10,BTC,-14
2021-05-17 7:00:00,BINANCE:BTCUSD,46271.69437,46729.26216,41329.10789,43579.94656,8846.018281,2021-05-17,52,54,33,BTC,-19
2021-05-18 7:00:00,BINANCE:BTCUSD,43590.35255,45881.38915,42138.545,42776.92817,6141.770327,2021-05-18,31,28,51,BTC,20
2021-05-19 7:00:00,BINANCE:BTCUSD,42787.20617,43968.71923,28848.89953,37013.9636,21674.74565,2021-05-19,108,26,33,BTC,-75
2021-05-20 7:00:00,BINANCE:BTCUSD,37060.70096,43109.82967,34721.09292,40616.09707,13575.74232,2021-05-20,48,38,33,BTC,-15
2021-05-21 7:00:00,BINANCE:BTCUSD,40602.9093,42374.30841,33705.69329,37600.14816,14214.71483,2021-05-21,35,49,20,BTC,-15
2021-05-22 7:00:00,BINANCE:BTCUSD,37591.0883,39224.24058,35378.83079,37623.99189,7428.348573,2021-05-22,22,22,11,BTC,-11
2021-05-23 7:00:00,BINANCE:BTCUSD,37781.13763,38601.26639,31181.82449,34796.43078,12288.74477,2021-05-23,20,16,5,BTC,-15
2021-05-24 7:00:00,BINANCE:BTCUSD,34949.92716,40208.0715,34473.20856,38870.62939,9791.421342,2021-05-24,41,41,69,BTC,28
2021-05-25 7:00:00,BINANCE:BTCUSD,38870.64157,39992.1,36273.156,38317.89015,7433.611878,2021-05-25,22,55,50,BTC,28
2021-05-26 7:00:00,BINANCE:BTCUSD,38312.24396,40996.28369,37745.39998,39541.45086,6530.813418,2021-05-26,35,49,36,BTC,1
2021-05-27 7:00:00,BINANCE:BTCUSD,39535.99992,40676.55495,37296.64266,38550.00543,4671.368577,2021-05-27,22,45,33,BTC,11
2021-05-28 7:00:00,BINANCE:BTCUSD,38555.70315,38966.75532,34740.72099,35786.9836,8752.334773,2021-05-28,39,40,15,BTC,-24
2021-05-29 7:00:00,BINANCE:BTCUSD,35786.58122,37441.85214,33647.73996,34751.8385,5934.733056,2021-05-29,13,18,12,BTC,-1
2021-05-30 7:00:00,BINANCE:BTCUSD,34779.4225,36675.96398,33411.76089,35752.12878,3401.506232,2021-05-30,11,10,9,BTC,-2
2021-05-31 7:00:00,BINANCE:BTCUSD,35763.93789,37455.16779,34125.728,37128.81539,5215.507618,2021-05-31,22,38,32,BTC,10
2021-06-01 7:00:00,BINANCE:BTCUSD,37150.47209,37897.48438,35626.69828,36726.26094,4506.82638,2021-06-01,29,33,39,BTC,10
